City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
0,East London,-33.02,27.91,69.8,88,75,14.99,ZA,2020-11-28 17:23:20,broken clouds
1,Roald,62.58,6.13,44.6,65,20,10.29,NO,2020-11-28 17:23:20,few clouds
2,Clyde River,70.47,-68.59,-4.0,83,75,16.11,CA,2020-11-28 17:23:20,light snow
3,San Juan,-31.54,-68.54,89.69,30,1,15.08,AR,2020-11-28 17:23:20,clear sky
4,Quatre Cocos,-20.21,57.76,77.0,78,75,11.41,MU,2020-11-28 17:23:20,broken clouds
5,Jamestown,42.1,-79.24,39.0,69,75,13.87,US,2020-11-28 17:23:20,broken clouds
6,Copiapo,-27.37,-70.33,69.8,52,0,8.05,CL,2020-11-28 17:23:14,clear sky
7,Porto Novo,6.5,2.6,84.2,79,40,12.75,BJ,2020-11-28 17:23:21,scattered clouds
8,Izhma,65.01,53.91,15.01,94,94,4.97,RU,2020-11-28 17:23:21,overcast clouds
9,Ribeira Grande,38.52,-28.7,57.2,67,40,6.93,PT,2020-11-28 17:23:21,scattered clouds
10,Yenagoa,4.92,6.26,79.56,86,62,4.0,NG,2020-11-28 17:23:21,light rain
11,Vila Velha,-20.33,-40.29,82.99,69,40,13.87,BR,2020-11-28 17:23:21,scattered clouds
12,Saint-Philippe,-21.36,55.77,77.0,69,90,5.82,RE,2020-11-28 17:23:21,overcast clouds
13,Hithadhoo,-0.6,73.08,81.91,75,81,8.61,MV,2020-11-28 17:23:21,broken clouds
14,Yarmouth,41.71,-70.23,55.4,54,20,5.82,US,2020-11-28 17:23:21,few clouds
15,Mindelo,16.89,-24.98,78.8,54,75,18.34,CV,2020-11-28 17:23:21,broken clouds
16,Ushuaia,-54.8,-68.3,42.8,75,40,14.99,AR,2020-11-28 17:20:38,scattered clouds
17,Codrington,-38.27,141.97,55.0,91,100,18.21,AU,2020-11-28 17:23:22,light rain
18,Hermanus,-34.42,19.23,66.0,67,10,3.0,ZA,2020-11-28 17:23:22,clear sky
19,Vardo,70.37,31.11,33.91,89,100,26.75,NO,2020-11-28 17:23:22,overcast clouds
20,Mar Del Plata,-38.0,-57.56,84.2,54,90,12.75,AR,2020-11-28 17:19:24,light rain
21,Gonbad-E Qabus,37.25,55.17,44.6,87,75,5.41,IR,2020-11-28 17:23:23,broken clouds
22,Port Alfred,-33.59,26.89,67.77,78,73,12.17,ZA,2020-11-28 17:19:05,light rain
23,Aasiaat,68.71,-52.87,3.27,88,53,14.27,GL,2020-11-28 17:23:23,broken clouds
24,Santa Marta,11.24,-74.2,87.01,74,9,2.21,CO,2020-11-28 17:20:43,light rain
25,Leh,34.17,77.58,18.21,66,99,1.57,IN,2020-11-28 17:23:23,overcast clouds
26,Cape Town,-33.93,18.42,66.99,68,20,25.28,ZA,2020-11-28 17:22:31,few clouds
27,Waw,7.7,28.0,83.59,23,30,3.11,SS,2020-11-28 17:23:24,scattered clouds
28,Rawson,-43.3,-65.1,61.95,43,41,14.9,AR,2020-11-28 17:23:24,scattered clouds
29,Ponta Do Sol,32.67,-17.1,62.6,51,40,19.46,PT,2020-11-28 17:23:24,scattered clouds
30,Jalu,29.03,21.55,63.39,46,20,10.65,LY,2020-11-28 17:23:24,few clouds
31,Longyearbyen,78.22,15.64,24.8,73,90,29.97,SJ,2020-11-28 17:22:02,light snow
32,Touros,-5.2,-35.46,86.0,58,40,16.11,BR,2020-11-28 17:23:25,scattered clouds
33,Saint George,37.1,-113.58,33.8,40,1,1.3,US,2020-11-28 17:19:14,clear sky
34,Killybegs,54.63,-8.45,46.4,81,40,3.36,IE,2020-11-28 17:23:25,scattered clouds
35,Sinnamary,5.38,-52.95,84.52,72,11,9.44,GF,2020-11-28 17:23:25,light rain
36,Hamilton,39.18,-84.53,46.99,65,40,2.66,US,2020-11-28 17:22:21,scattered clouds
37,Vestmanna,62.16,-7.17,41.0,93,100,1.12,FO,2020-11-28 17:23:25,light rain
38,Kovdor,67.57,30.48,19.8,97,69,6.29,RU,2020-11-28 17:23:25,broken clouds
39,Bambous Virieux,-20.34,57.76,77.0,78,75,11.41,MU,2020-11-28 17:23:25,broken clouds
40,Vila Franca Do Campo,37.72,-25.43,57.2,54,40,17.22,PT,2020-11-28 17:23:25,scattered clouds
41,Itaituba,-4.28,-55.98,93.2,56,40,10.29,BR,2020-11-28 17:21:08,scattered clouds
42,Foumban,5.73,10.9,73.27,41,0,0.92,CM,2020-11-28 17:23:26,clear sky
43,Upernavik,72.79,-56.15,-0.58,72,77,6.78,GL,2020-11-28 17:23:26,broken clouds
44,Niceville,30.52,-86.48,72.0,73,40,11.41,US,2020-11-28 17:23:26,scattered clouds
45,Qandala,11.47,49.87,78.8,69,13,7.09,SO,2020-11-28 17:20:26,few clouds
46,Arraial Do Cabo,-22.97,-42.03,84.2,74,0,17.22,BR,2020-11-28 17:23:26,clear sky
47,Zaraza,9.35,-65.32,85.84,71,20,4.81,VE,2020-11-28 17:23:26,light rain
48,Souillac,-20.52,57.52,77.0,78,75,11.41,MU,2020-11-28 17:23:26,broken clouds
49,Usinsk,65.99,57.53,9.99,95,94,10.96,RU,2020-11-28 17:23:26,overcast clouds
50,Punta Arenas,-53.15,-70.92,44.6,65,75,13.87,CL,2020-11-28 17:22:06,broken clouds
51,Dikson,73.51,80.55,28.56,99,100,27.72,RU,2020-11-28 17:23:26,light snow
52,Atar,20.52,-13.05,76.26,26,100,11.32,MR,2020-11-28 17:23:26,overcast clouds
53,Kruisfontein,-34.0,24.73,63.0,94,91,1.01,ZA,2020-11-28 17:23:26,light rain
54,Pisco,-13.7,-76.22,69.8,73,0,10.29,PE,2020-11-28 17:23:27,clear sky
55,Yashkul,46.17,45.34,44.38,90,71,16.04,RU,2020-11-28 17:23:27,broken clouds
56,Victoria,22.29,114.16,68.0,67,0,10.74,HK,2020-11-28 17:19:02,clear sky
57,Nanortalik,60.14,-45.24,34.54,88,100,15.68,GL,2020-11-28 17:23:27,light snow
58,Bardiyah,31.76,25.09,61.92,58,0,2.93,LY,2020-11-28 17:23:27,clear sky
59,Pudozh,61.81,36.53,17.53,97,63,6.04,RU,2020-11-28 17:23:27,broken clouds
60,Tasiilaq,65.61,-37.64,15.8,43,20,10.29,GL,2020-11-28 17:23:27,few clouds
61,Pocone,-16.26,-56.62,98.55,26,37,6.24,BR,2020-11-28 17:23:27,scattered clouds
62,Pangnirtung,66.15,-65.71,21.2,67,90,3.36,CA,2020-11-28 17:23:27,overcast clouds
63,Quelimane,-17.88,36.89,82.4,78,20,17.22,MZ,2020-11-28 17:23:27,few clouds
64,Bredasdorp,-34.53,20.04,66.2,63,43,8.05,ZA,2020-11-28 17:23:28,scattered clouds
65,Riyadh,24.69,46.72,66.2,77,75,6.93,SA,2020-11-28 17:23:28,haze
66,Plouzane,48.38,-4.62,55.4,76,0,8.05,FR,2020-11-28 17:23:28,clear sky
67,Vachi,42.07,47.22,32.9,58,22,6.35,RU,2020-11-28 17:23:28,few clouds
68,Bure,10.7,37.07,61.97,63,81,6.76,ET,2020-11-28 17:23:28,broken clouds
69,Saint-Francois,46.42,3.91,45.0,75,0,3.36,FR,2020-11-28 17:23:28,clear sky
70,Saint-Georges,12.06,-61.75,84.2,79,20,16.11,GD,2020-11-28 17:23:28,few clouds
71,Arlit,18.74,7.39,83.19,17,0,5.28,NE,2020-11-28 17:23:28,clear sky
72,Abu Kamal,34.45,40.92,61.57,52,83,7.16,SY,2020-11-28 17:21:04,broken clouds
73,Khandbari,27.37,87.2,57.96,37,0,3.56,NP,2020-11-28 17:19:39,clear sky
74,Carutapera,-1.2,-46.02,86.5,66,82,9.64,BR,2020-11-28 17:23:28,light rain
75,Havoysund,71.0,24.66,41.0,65,100,18.34,NO,2020-11-28 17:23:29,light rain
76,Moron,-34.65,-58.62,71.6,88,90,19.46,AR,2020-11-28 17:23:29,moderate rain
77,Mahebourg,-20.41,57.7,77.0,78,75,11.41,MU,2020-11-28 17:23:29,broken clouds
78,Dovolnoye,54.5,79.67,9.37,93,92,7.67,RU,2020-11-28 17:23:29,overcast clouds
79,Rabo De Peixe,37.8,-25.58,57.2,54,40,17.22,PT,2020-11-28 17:23:29,scattered clouds
80,Busselton,-33.65,115.33,48.0,92,69,7.99,AU,2020-11-28 17:23:29,broken clouds
81,Suez,29.97,32.53,64.85,52,3,4.27,EG,2020-11-28 17:23:29,clear sky
82,Adrano,37.66,14.83,60.01,98,100,1.99,IT,2020-11-28 17:23:29,light rain
83,Keene,42.93,-72.28,48.99,66,75,8.05,US,2020-11-28 17:22:38,broken clouds
84,Kulhudhuffushi,6.62,73.07,82.94,63,14,3.4,MV,2020-11-28 17:23:29,few clouds
85,Qaqortoq,60.72,-46.03,33.8,80,75,13.87,GL,2020-11-28 17:23:30,broken clouds
86,Moreira Sales,-24.06,-53.01,93.06,35,7,11.63,BR,2020-11-28 17:23:30,clear sky
87,Nebug,44.17,39.0,50.23,57,0,5.06,RU,2020-11-28 17:23:30,clear sky
88,Muros,42.78,-9.06,57.99,71,20,10.29,ES,2020-11-28 17:23:30,moderate rain
89,Georgetown,5.41,100.34,77.0,94,20,5.88,MY,2020-11-28 17:23:30,light rain
90,Bengkulu,-3.8,102.27,72.43,92,100,4.81,ID,2020-11-28 17:23:30,moderate rain
91,Irondequoit,43.21,-77.58,44.01,52,75,16.11,US,2020-11-28 17:22:10,broken clouds
92,Givors,45.58,4.77,42.8,81,0,4.7,FR,2020-11-28 17:23:30,clear sky
93,Nadym,65.53,72.52,0.28,92,0,9.42,RU,2020-11-28 17:23:30,clear sky
94,Diego De Almagro,-26.37,-70.05,86.61,13,0,12.19,CL,2020-11-28 17:23:30,clear sky
95,Tessalit,20.2,1.01,74.55,20,81,7.56,ML,2020-11-28 17:23:30,broken clouds
96,Bezhetsk,57.79,36.7,27.48,98,96,8.68,RU,2020-11-28 17:23:30,overcast clouds
97,Grand Gaube,-20.01,57.66,75.99,76,9,5.01,MU,2020-11-28 17:23:31,clear sky
98,Noyabrsk,63.2,75.45,-3.37,92,2,0.81,RU,2020-11-28 17:23:31,clear sky
99,Togur,58.36,82.83,6.01,94,0,4.74,RU,2020-11-28 17:23:31,clear sky
100,Saldanha,-33.01,17.94,66.2,59,0,20.8,ZA,2020-11-28 17:23:31,clear sky
101,Kasane,-17.82,25.15,76.89,66,78,3.44,BW,2020-11-28 17:23:31,light rain
102,Mtsensk,53.28,36.57,33.75,96,100,10.6,RU,2020-11-28 17:23:31,light rain
103,Narsaq,60.92,-46.05,33.8,80,75,13.87,GL,2020-11-28 17:23:31,broken clouds
104,Camacha,33.08,-16.33,62.6,59,40,21.92,PT,2020-11-28 17:23:31,scattered clouds
105,Lebu,-37.62,-73.65,60.26,78,91,8.08,CL,2020-11-28 17:23:31,overcast clouds
106,Praia,14.92,-23.51,78.8,61,75,16.11,CV,2020-11-28 17:23:32,broken clouds
107,Inverness,57.48,-4.22,36.0,81,20,4.29,GB,2020-11-28 17:23:32,fog
108,Treinta Y Tres,-33.23,-54.38,78.1,74,98,11.07,UY,2020-11-28 17:23:32,light rain
109,Mogwase,-25.18,27.27,71.02,58,31,16.4,ZA,2020-11-28 17:23:32,scattered clouds
110,Bay Roberts,47.6,-53.26,59.0,93,75,18.34,CA,2020-11-28 17:23:32,broken clouds
111,Iqaluit,63.75,-68.51,17.6,85,90,19.46,CA,2020-11-28 17:23:32,light snow
112,West Bay,19.37,-81.42,82.99,74,20,12.75,KY,2020-11-28 17:23:32,few clouds
113,Shentala,54.45,51.48,22.35,98,100,10.54,RU,2020-11-28 17:23:32,overcast clouds
114,Klaksvik,62.23,-6.59,41.0,93,100,1.12,FO,2020-11-28 17:23:33,light rain
115,Cidreira,-30.18,-50.21,76.89,76,92,18.39,BR,2020-11-28 17:23:33,overcast clouds
116,Kulu,39.1,33.08,38.7,72,0,2.82,TR,2020-11-28 17:23:33,clear sky
117,Cockburn Town,21.46,-71.14,80.6,61,20,9.17,TC,2020-11-28 17:23:33,few clouds
118,Rapla,59.01,24.79,34.0,95,99,1.01,EE,2020-11-28 17:23:33,overcast clouds
119,Merrill,45.18,-89.68,39.99,60,1,9.17,US,2020-11-28 17:23:33,clear sky
120,Amaigbo,5.79,7.84,84.49,54,15,2.89,NG,2020-11-28 17:23:33,few clouds
121,Shubarkuduk,49.14,56.49,18.25,96,32,5.46,KZ,2020-11-28 17:23:33,scattered clouds
122,Jumla,29.27,82.18,42.8,48,0,4.81,NP,2020-11-28 17:23:33,clear sky
123,Natal,-5.79,-35.21,86.0,55,75,26.4,BR,2020-11-28 17:21:30,broken clouds
124,Rosetta,31.4,30.42,64.4,68,40,6.93,EG,2020-11-28 17:23:34,scattered clouds
125,Polovinnoye,54.79,65.99,4.5,94,84,5.84,RU,2020-11-28 17:23:34,broken clouds
126,Galle,6.04,80.22,78.03,82,100,2.73,LK,2020-11-28 17:23:34,overcast clouds
127,Scarborough,54.28,-0.4,46.99,92,94,1.99,GB,2020-11-28 17:23:34,light rain
128,Ugoofaaru,5.67,73.0,83.12,62,40,4.99,MV,2020-11-28 17:23:34,scattered clouds
129,Surt,31.21,16.59,68.2,41,0,18.52,LY,2020-11-28 17:23:34,clear sky
130,Bubaque,11.28,-15.83,84.38,47,0,3.96,GW,2020-11-28 17:23:34,clear sky
131,Baturyn,51.35,32.88,36.68,98,100,3.4,UA,2020-11-28 17:23:34,light rain
132,Kielce,50.87,20.63,35.01,1,95,6.64,PL,2020-11-28 17:19:08,overcast clouds
133,Najran,17.49,44.13,75.2,36,40,6.93,SA,2020-11-28 17:23:34,scattered clouds
134,Le Vauclin,14.55,-60.84,84.2,79,75,11.41,MQ,2020-11-28 17:23:34,broken clouds
135,Beyneu,45.32,55.2,30.88,91,0,11.65,KZ,2020-11-28 17:23:35,clear sky
136,Castro,-24.79,-50.01,84.36,43,6,0.92,BR,2020-11-28 17:20:53,clear sky
137,Urucara,-2.54,-57.76,92.34,44,37,6.51,BR,2020-11-28 17:23:35,scattered clouds
138,Matagami,49.75,-77.63,30.2,100,90,8.05,CA,2020-11-28 17:23:35,light snow
139,Paratinga,-12.69,-43.18,86.41,41,100,5.28,BR,2020-11-28 17:23:35,overcast clouds
140,Tim,51.62,37.12,39.2,93,90,8.95,RU,2020-11-28 17:23:35,moderate rain
141,Kismayo,-0.36,42.55,81.23,79,58,11.74,SO,2020-11-28 17:20:19,broken clouds
142,Ampanihy,-24.7,44.75,73.24,80,9,14.67,MG,2020-11-28 17:23:35,clear sky
143,Ancud,-41.87,-73.82,59.0,71,20,10.29,CL,2020-11-28 17:23:35,few clouds
144,Mafinga,-7.25,35.07,81.37,44,27,12.44,TZ,2020-11-28 17:23:35,scattered clouds
145,Santa Isabel Do Rio Negro,-0.41,-65.02,84.63,82,83,6.4,BR,2020-11-28 17:23:35,moderate rain
146,Pishin,30.58,67.0,52.11,36,44,1.34,PK,2020-11-28 17:23:35,scattered clouds
147,Marsa Matruh,31.35,27.25,66.2,59,40,6.93,EG,2020-11-28 17:23:36,scattered clouds
148,Kralendijk,12.15,-68.27,82.4,78,75,13.87,BQ,2020-11-28 17:23:36,broken clouds
149,Vredendal,-31.67,18.5,70.68,52,0,23.64,ZA,2020-11-28 17:23:36,clear sky
150,Rocha,-34.48,-54.33,78.15,68,96,12.39,UY,2020-11-28 17:23:36,overcast clouds
151,Balfour,-26.66,28.59,64.0,85,85,9.08,ZA,2020-11-28 17:23:36,light rain
152,Montepuez,-13.13,39.0,80.42,56,65,8.95,MZ,2020-11-28 17:23:36,broken clouds
153,Khash,28.22,61.22,50.45,42,81,4.74,IR,2020-11-28 17:23:36,broken clouds
154,Berlevag,70.86,29.09,33.01,90,100,21.41,NO,2020-11-28 17:23:36,overcast clouds
155,Taft,31.75,54.21,44.6,87,90,4.7,IR,2020-11-28 17:23:36,mist
156,Maniitsoq,65.42,-52.9,25.61,84,61,8.72,GL,2020-11-28 17:23:36,broken clouds
157,Lewisporte,49.25,-55.05,51.8,87,90,9.17,CA,2020-11-28 17:23:37,overcast clouds
158,Husavik,66.04,-17.34,35.6,55,75,10.29,IS,2020-11-28 17:23:37,broken clouds
159,Huambo,-12.78,15.74,65.37,86,100,2.21,AO,2020-11-28 17:23:37,light rain
160,Peniche,39.36,-9.38,55.0,90,99,5.99,PT,2020-11-28 17:23:37,light rain
161,Taltal,-25.4,-70.48,69.78,56,7,8.5,CL,2020-11-28 17:23:37,clear sky
162,Dapaong,10.86,0.2,89.28,36,41,3.53,TG,2020-11-28 17:23:37,scattered clouds
163,Port Elizabeth,-33.92,25.57,64.4,88,75,6.93,ZA,2020-11-28 17:22:35,broken clouds
164,Port-Gentil,-0.72,8.78,82.4,78,20,9.17,GA,2020-11-28 17:23:37,few clouds
165,Nioro,13.35,-15.75,93.7,13,20,5.03,GM,2020-11-28 17:23:37,few clouds
166,Buraydah,26.33,43.98,66.2,93,75,13.87,SA,2020-11-28 17:23:37,thunderstorm
167,Minas,-34.38,-55.24,84.99,61,90,17.22,UY,2020-11-28 17:23:38,overcast clouds
168,Valdivia,-39.81,-73.25,57.2,100,90,8.05,CL,2020-11-28 17:23:38,light rain
169,Saint-Pierre,-21.34,55.48,77.0,69,90,5.82,RE,2020-11-28 17:23:38,overcast clouds
170,Pathalgaon,22.57,83.47,62.78,57,0,4.83,IN,2020-11-28 17:23:38,clear sky
171,Adrar,20.5,-10.07,72.97,24,51,7.29,MR,2020-11-28 17:23:38,broken clouds
172,Talnakh,69.49,88.4,10.4,85,90,22.37,RU,2020-11-28 17:23:38,light snow
173,Maamba,-17.37,27.15,79.66,57,56,3.38,ZM,2020-11-28 17:23:38,broken clouds
174,Havelock,34.88,-76.9,59.0,87,20,6.35,US,2020-11-28 17:23:09,few clouds
175,Petukhovo,55.07,67.9,5.7,94,100,5.64,RU,2020-11-28 17:23:38,overcast clouds
176,Constitucion,-35.33,-72.42,65.12,55,1,15.64,CL,2020-11-28 17:23:38,clear sky
177,Chuy,-33.7,-53.46,77.11,73,94,14.16,UY,2020-11-28 17:23:38,overcast clouds
178,Boddam,57.47,-1.78,39.99,76,0,2.24,GB,2020-11-28 17:23:39,clear sky
179,Cayenne,4.93,-52.33,77.0,100,0,9.62,GF,2020-11-28 17:23:39,light rain
180,Ilulissat,69.22,-51.1,6.8,50,20,3.36,GL,2020-11-28 17:23:39,few clouds
181,Koplik,42.21,19.44,44.6,70,20,3.36,AL,2020-11-28 17:23:39,few clouds
182,Querecotillo,-4.84,-80.65,84.79,42,70,3.94,PE,2020-11-28 17:19:52,broken clouds
183,Eyl,7.98,49.82,77.88,69,30,19.3,SO,2020-11-28 17:23:39,scattered clouds
184,Sao Filipe,14.9,-24.5,76.35,69,89,10.6,CV,2020-11-28 17:23:39,overcast clouds
185,Hyvinkaa,60.63,24.87,37.0,86,90,9.17,FI,2020-11-28 17:23:39,overcast clouds
186,Welkom,-27.99,26.71,66.0,82,61,7.87,ZA,2020-11-28 17:23:39,broken clouds
187,Bandarbeyla,9.49,50.81,76.8,77,54,14.0,SO,2020-11-28 17:23:39,broken clouds
188,San Luis,-33.3,-66.34,83.77,42,54,3.47,AR,2020-11-28 17:21:16,broken clouds
189,Tazovskiy,67.47,78.7,1.09,93,100,10.83,RU,2020-11-28 17:23:40,overcast clouds
190,Olafsvik,64.89,-23.71,35.83,84,100,14.2,IS,2020-11-28 17:23:40,light snow
191,Ilhabela,-23.78,-45.36,80.51,70,3,5.75,BR,2020-11-28 17:23:40,clear sky
192,Sakakah,29.97,40.21,56.82,73,86,13.71,SA,2020-11-28 17:22:35,overcast clouds
193,Nkwerre,5.76,7.11,83.66,61,23,2.86,NG,2020-11-28 17:23:40,few clouds
194,Pitea,65.32,21.48,33.8,96,90,11.41,SE,2020-11-28 17:23:40,overcast clouds
195,Henties Bay,-22.12,14.28,63.0,81,13,10.0,NA,2020-11-28 17:23:40,few clouds
196,Burla,21.5,83.87,68.31,51,0,5.08,IN,2020-11-28 17:23:40,clear sky
197,Mana,5.66,-53.78,83.35,78,12,9.26,GF,2020-11-28 17:23:40,light rain
198,Felipe Carrillo Puerto,19.58,-88.05,84.65,59,5,4.45,MX,2020-11-28 17:23:40,clear sky
199,Mirpur Mathelo,28.02,69.55,61.65,31,0,3.53,PK,2020-11-28 17:23:41,clear sky
200,Chambersburg,39.94,-77.66,55.0,48,24,1.99,US,2020-11-28 17:21:41,few clouds
201,Usvyaty,55.75,30.75,33.19,94,97,5.88,RU,2020-11-28 17:23:41,overcast clouds
202,Port Blair,11.67,92.75,80.89,79,99,15.1,IN,2020-11-28 17:23:41,light rain
203,Aden,12.78,45.04,79.93,73,16,13.87,YE,2020-11-28 17:19:06,few clouds
204,Shorapani,42.09,43.09,55.4,35,0,23.04,GE,2020-11-28 17:23:41,clear sky
205,Aqtobe,50.28,57.21,19.4,85,61,4.47,KZ,2020-11-28 17:22:14,mist
206,Oranjestad,12.52,-70.03,82.4,78,20,17.22,AW,2020-11-28 17:21:27,few clouds
207,Mumford,5.26,-0.76,81.1,79,60,9.62,GH,2020-11-28 17:23:41,broken clouds
208,Charlestown,-32.95,151.67,77.0,61,75,2.24,AU,2020-11-28 17:23:41,light rain
209,Sloboda,51.14,40.3,35.74,89,100,11.99,RU,2020-11-28 17:23:41,overcast clouds
210,Sur,22.57,59.53,73.56,62,0,8.68,OM,2020-11-28 17:23:25,clear sky
211,Saint-Augustin,51.23,-58.65,34.79,82,69,7.29,CA,2020-11-28 17:23:42,broken clouds
212,Torbay,47.67,-52.73,59.0,93,75,18.34,CA,2020-11-28 17:23:42,broken clouds
213,Malanje,-9.54,16.34,68.18,94,99,4.16,AO,2020-11-28 17:23:42,moderate rain
214,Santiago,-33.46,-70.65,87.01,27,0,4.7,CL,2020-11-28 17:19:22,clear sky
215,Balkanabat,39.51,54.37,44.89,58,100,16.55,TM,2020-11-28 17:23:42,overcast clouds
216,Manama,26.22,50.58,77.0,69,0,8.05,BH,2020-11-28 17:23:42,clear sky
217,Qaanaaq,77.48,-69.36,-0.58,85,100,6.31,GL,2020-11-28 17:23:42,overcast clouds
218,Lundazi,-12.29,33.18,73.87,49,0,6.71,ZM,2020-11-28 17:23:42,clear sky
219,Kargasok,59.06,80.86,3.38,94,13,4.54,RU,2020-11-28 17:23:42,few clouds
220,Gore,-46.1,168.94,52.0,80,37,10.0,NZ,2020-11-28 17:23:43,scattered clouds
221,Christiana,-27.91,25.16,68.76,66,48,20.24,ZA,2020-11-28 17:23:43,moderate rain
222,Margate,51.38,1.39,50.0,85,0,11.83,GB,2020-11-28 17:23:43,clear sky
223,Marzuq,14.4,46.47,65.79,76,0,6.42,YE,2020-11-28 17:23:43,clear sky
224,Harper,4.38,-7.72,82.15,73,8,7.63,LR,2020-11-28 17:23:43,clear sky
225,Dzilam Gonzalez,21.28,-88.93,83.05,59,0,5.41,MX,2020-11-28 17:23:43,clear sky
226,Melioratorov,57.21,65.61,12.2,85,90,4.47,RU,2020-11-28 17:23:43,light snow
227,Altay,47.87,88.12,19.78,74,83,4.29,CN,2020-11-28 17:23:43,broken clouds
228,Salinas,36.68,-121.66,50.0,39,1,13.87,US,2020-11-28 17:21:03,clear sky
229,Mehamn,71.04,27.85,35.04,84,100,13.31,NO,2020-11-28 17:23:43,overcast clouds
230,Broska,45.37,28.78,32.0,68,90,2.24,UA,2020-11-28 17:23:43,fog
231,Bathsheba,13.22,-59.52,86.0,70,40,13.87,BB,2020-11-28 17:23:39,scattered clouds
232,Thinadhoo,0.53,72.93,82.44,73,51,7.78,MV,2020-11-28 17:23:44,broken clouds
233,Adeje,28.12,-16.73,73.4,53,40,13.87,ES,2020-11-28 17:23:44,scattered clouds
234,Otjimbingwe,-22.35,16.13,85.05,20,47,19.3,NA,2020-11-28 17:23:44,scattered clouds
235,Conil,44.97,3.72,42.8,75,0,4.7,FR,2020-11-28 17:23:44,clear sky
236,Sao Felix Do Xingu,-6.64,-51.99,89.76,51,42,7.09,BR,2020-11-28 17:23:44,light rain
237,Sisimiut,66.94,-53.67,18.5,85,73,11.86,GL,2020-11-28 17:20:31,broken clouds
238,Ambilobe,-13.2,49.05,78.93,75,93,3.24,MG,2020-11-28 17:22:05,overcast clouds
