City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Description
239,Affery,6.32,-3.96,81.36,83,60,2.57,CI,2020-11-28 17:23:44,light rain
240,Salalah,17.02,54.09,78.8,65,75,2.24,OM,2020-11-28 17:23:44,broken clouds
241,Ponta Delgada,37.73,-25.67,57.2,54,40,17.22,PT,2020-11-28 17:23:44,scattered clouds
242,San Cristobal,7.77,-72.22,84.2,70,40,9.17,VE,2020-11-28 17:23:44,scattered clouds
243,Coquimbo,-29.95,-71.34,62.6,72,0,13.87,CL,2020-11-28 17:23:45,clear sky
244,Chapais,49.78,-74.85,26.6,92,90,5.82,CA,2020-11-28 17:23:45,overcast clouds
245,Sambava,-14.27,50.17,76.19,80,0,7.09,MG,2020-11-28 17:23:45,clear sky
246,Kansanshi,-12.1,26.43,65.48,91,94,3.13,ZM,2020-11-28 17:23:45,light rain
247,Korla,41.76,86.15,31.01,78,89,3.53,CN,2020-11-28 17:20:42,overcast clouds
248,Zabid,14.2,43.32,81.46,63,25,14.0,YE,2020-11-28 17:23:45,scattered clouds
249,Mapiripan,2.89,-72.13,82.44,79,82,0.43,CO,2020-11-28 17:23:45,moderate rain
250,Kattivakkam,13.22,80.32,80.6,94,75,2.24,IN,2020-11-28 17:23:45,broken clouds
251,Keti Bandar,24.14,67.45,71.02,27,0,7.85,PK,2020-11-28 17:23:45,clear sky
252,Itarema,-2.92,-39.92,87.71,55,91,20.6,BR,2020-11-28 17:23:45,overcast clouds
253,Biarritz,43.48,-1.56,59.0,81,0,3.36,FR,2020-11-28 17:23:45,clear sky
254,Kongolo,-5.38,27.0,72.46,93,100,2.46,CD,2020-11-28 17:23:45,light rain
255,Tanout,14.97,8.89,80.73,16,87,7.49,NE,2020-11-28 17:23:46,overcast clouds
256,Mangan,27.52,88.53,59.86,24,0,7.29,IN,2020-11-28 17:23:46,clear sky
257,Kasauli,30.9,76.96,46.6,52,32,4.54,IN,2020-11-28 17:19:33,scattered clouds
258,Mendi,-6.18,143.65,56.39,99,100,1.52,PG,2020-11-28 17:23:46,light rain
259,Sao Miguel Do Araguaia,-13.28,-50.16,94.46,35,14,9.19,BR,2020-11-28 17:23:46,few clouds
260,Podgornoye,51.73,39.15,39.2,100,90,11.18,RU,2020-11-28 17:23:46,mist
261,Alenquer,-1.94,-54.74,87.8,70,20,10.29,BR,2020-11-28 17:23:46,few clouds
262,El Alto,-4.27,-81.21,80.6,57,0,11.41,PE,2020-11-28 17:23:46,clear sky
263,Benjamin Aceval,-24.97,-57.57,95.0,53,0,11.41,PY,2020-11-28 17:23:46,clear sky
264,Pueblo Nuevo,23.38,-105.38,72.14,44,8,4.65,MX,2020-11-28 17:23:46,clear sky
265,Darab,28.75,54.54,62.65,54,100,1.43,IR,2020-11-28 17:23:46,overcast clouds
266,Gat,31.61,34.76,64.4,72,40,3.36,IL,2020-11-28 17:19:04,scattered clouds
267,Giera,45.41,20.99,36.0,86,90,4.7,RO,2020-11-28 17:23:47,overcast clouds
268,Kamenka,51.32,42.77,35.01,92,100,11.27,RU,2020-11-28 17:23:47,overcast clouds
269,Pitimbu,-7.47,-34.81,86.0,58,20,18.34,BR,2020-11-28 17:23:47,few clouds
270,Ostrovnoy,68.05,39.51,29.5,95,88,26.26,RU,2020-11-28 17:23:47,overcast clouds
271,Baryatino,54.31,34.52,31.48,99,90,8.23,RU,2020-11-28 17:23:47,overcast clouds
272,Calera,33.1,-86.75,64.0,63,1,6.64,US,2020-11-28 17:23:47,clear sky
273,Iquique,-20.22,-70.14,71.6,64,0,18.34,CL,2020-11-28 17:23:14,clear sky
274,Benavente,42.0,-5.68,46.4,81,40,3.36,ES,2020-11-28 17:23:47,scattered clouds
275,Wattegama,6.8,81.48,74.46,91,99,2.53,LK,2020-11-28 17:23:47,overcast clouds
276,Vestmannaeyjar,63.44,-20.27,35.6,93,40,17.22,IS,2020-11-28 17:23:48,scattered clouds
277,Sergeyevka,53.88,67.42,8.62,95,100,6.04,KZ,2020-11-28 17:23:48,overcast clouds
278,Manadhoo,5.77,73.38,82.76,61,37,1.97,MV,2020-11-28 17:23:48,scattered clouds
279,Le Moule,16.33,-61.35,86.0,62,20,9.17,GP,2020-11-28 17:23:48,few clouds
280,Zonguldak,41.25,31.83,44.73,58,0,3.69,TR,2020-11-28 17:23:48,clear sky
281,Kalmunai,7.42,81.82,79.63,78,100,2.37,LK,2020-11-28 17:23:48,overcast clouds
282,Tevriz,57.51,72.4,4.46,94,13,3.65,RU,2020-11-28 17:23:48,few clouds
283,Andilamena,-17.02,48.58,66.33,86,23,8.37,MG,2020-11-28 17:23:48,few clouds
284,Derzhavinsk,51.1,66.32,15.85,96,100,13.44,KZ,2020-11-28 17:23:48,overcast clouds
285,Paoua,7.24,16.44,79.97,23,0,3.6,CF,2020-11-28 17:23:48,clear sky
286,Tucupita,9.06,-62.05,89.06,59,58,4.61,VE,2020-11-28 17:23:48,broken clouds
287,Nouadhibou,20.93,-17.03,71.6,60,0,11.41,MR,2020-11-28 17:23:48,clear sky
288,Graaff-Reinet,-32.25,24.53,69.01,61,35,7.0,ZA,2020-11-28 17:23:48,light rain
289,Yarada,17.65,83.27,77.0,73,90,6.93,IN,2020-11-28 17:23:49,haze
290,Oussouye,12.48,-16.55,91.4,41,0,6.93,SN,2020-11-28 17:23:49,clear sky
291,Zhezkazgan,47.8,67.71,13.28,94,27,15.66,KZ,2020-11-28 17:23:49,scattered clouds
292,Quepos,9.42,-84.17,80.6,54,20,12.75,CR,2020-11-28 17:23:49,few clouds
293,Tonj,7.27,28.68,81.59,24,78,3.6,SS,2020-11-28 17:23:49,broken clouds
294,Acarau,-2.89,-40.12,88.47,53,90,20.18,BR,2020-11-28 17:23:49,overcast clouds
295,Sirajganj,24.45,89.72,73.42,64,0,10.45,BD,2020-11-28 17:23:49,clear sky
296,Ihlow,51.88,13.33,37.99,80,75,2.24,DE,2020-11-28 17:23:49,broken clouds
297,Mullovka,54.2,49.4,28.4,100,90,8.95,RU,2020-11-28 17:23:49,light snow
298,Karlshamn,56.17,14.86,33.8,100,49,9.17,SE,2020-11-28 17:23:49,scattered clouds
299,Jyvaskyla,62.24,25.72,32.0,100,90,3.36,FI,2020-11-28 17:23:49,overcast clouds
300,Belyy Yar,53.6,91.39,14.0,85,75,0.78,RU,2020-11-28 17:23:50,light snow
301,Pasvalys,56.06,24.4,35.6,86,90,11.41,LT,2020-11-28 17:21:45,overcast clouds
302,Kyabe,9.45,18.94,84.85,17,0,4.03,TD,2020-11-28 17:23:50,clear sky
303,Kabalo,-6.05,26.92,72.84,93,100,3.42,CD,2020-11-28 17:23:50,moderate rain
304,Tornio,65.85,24.15,24.8,100,90,8.05,FI,2020-11-28 17:23:50,overcast clouds
305,Anuradhapura,8.36,80.42,74.35,94,100,3.33,LK,2020-11-28 17:23:50,overcast clouds
306,Yanam,16.73,82.22,75.2,69,75,6.93,IN,2020-11-28 17:23:50,haze
307,Presidente Dutra,-5.29,-44.49,90.97,48,99,5.99,BR,2020-11-28 17:23:50,overcast clouds
308,Abu Samrah,35.3,37.18,54.81,63,35,7.02,SY,2020-11-28 17:23:50,scattered clouds
309,Malakal,9.53,31.66,81.82,19,16,5.3,SS,2020-11-28 17:23:50,few clouds
310,Kargat,55.2,80.28,4.77,93,47,7.11,RU,2020-11-28 17:23:50,scattered clouds
311,Nuh,28.12,77.02,70.0,72,0,3.09,IN,2020-11-28 17:23:50,haze
312,Cabo Rojo,18.09,-67.15,86.0,60,1,3.0,PR,2020-11-28 17:23:50,clear sky
313,Gidole,5.65,37.37,62.15,84,18,4.52,ET,2020-11-28 17:23:51,light rain
314,Bilma,18.69,12.92,73.69,21,13,5.14,NE,2020-11-28 17:23:51,few clouds
315,Caravelas,-17.71,-39.25,81.93,64,14,9.24,BR,2020-11-28 17:23:51,few clouds
316,Demyansk,57.64,32.47,31.75,98,87,4.65,RU,2020-11-28 17:23:51,overcast clouds
317,Brunico,46.8,11.94,34.0,74,5,0.63,IT,2020-11-28 17:23:51,clear sky
318,Elizabeth City,36.29,-76.25,60.01,82,20,4.7,US,2020-11-28 17:23:51,few clouds
319,Vagur,61.47,-6.81,44.65,75,100,10.8,FO,2020-11-28 17:23:51,overcast clouds
320,Vereshchagino,58.08,54.66,8.76,96,0,4.41,RU,2020-11-28 17:23:51,clear sky
321,Shenkursk,62.11,42.9,17.06,95,0,4.94,RU,2020-11-28 17:23:51,clear sky
322,Umm Lajj,25.02,37.27,74.25,59,0,13.53,SA,2020-11-28 17:23:51,clear sky
323,Sihora,23.48,80.12,61.84,53,15,3.74,IN,2020-11-28 17:23:51,few clouds
324,Rognan,67.1,15.39,42.8,75,75,6.93,NO,2020-11-28 17:23:51,broken clouds
325,Alipur,29.38,70.91,62.46,29,1,2.33,PK,2020-11-28 17:23:52,clear sky
326,Lyngseidet,69.58,20.22,42.8,75,75,25.28,NO,2020-11-28 17:23:52,broken clouds
327,Volot,57.93,30.7,32.52,96,95,7.87,RU,2020-11-28 17:23:52,overcast clouds
328,Richards Bay,-28.78,32.04,75.99,76,100,14.41,ZA,2020-11-28 17:20:06,overcast clouds
329,Malartic,48.13,-78.13,33.8,80,90,8.05,CA,2020-11-28 17:23:52,light rain
330,Grand-Lahou,5.14,-5.02,82.18,72,68,6.4,CI,2020-11-28 17:23:52,broken clouds
331,Guaiuba,-4.04,-38.64,87.8,55,20,16.11,BR,2020-11-28 17:20:08,few clouds
332,Doha,25.29,51.53,77.0,69,0,2.24,QA,2020-11-28 17:22:29,clear sky
333,Sawakin,19.11,37.33,78.75,73,48,16.6,SD,2020-11-28 17:23:52,light rain
334,Nicoya,10.15,-85.45,87.8,55,20,10.29,CR,2020-11-28 17:23:52,few clouds
335,Molokovo,58.17,36.76,26.76,98,97,7.94,RU,2020-11-28 17:23:52,overcast clouds
336,Lushoto,-4.78,38.28,61.48,100,31,3.09,TZ,2020-11-28 17:23:53,light rain
337,Tutoia,-2.76,-42.27,85.86,67,100,12.5,BR,2020-11-28 17:23:53,overcast clouds
338,Upata,8.01,-62.4,90.0,65,3,3.0,VE,2020-11-28 17:23:53,clear sky
339,Shu,43.6,73.76,29.37,98,100,8.23,KZ,2020-11-28 17:23:53,overcast clouds
340,Plettenberg Bay,-34.05,23.37,63.03,87,96,6.64,ZA,2020-11-28 17:23:53,light rain
341,Arbazh,57.68,48.31,19.85,97,100,11.16,RU,2020-11-28 17:23:53,snow
342,Sao Lourenco Do Sul,-31.37,-51.98,84.2,70,75,17.22,BR,2020-11-28 17:23:53,broken clouds
343,Namibe,-15.2,12.15,74.53,75,34,8.86,AO,2020-11-28 17:23:53,scattered clouds
344,Peterhead,57.51,-1.8,39.99,78,0,2.24,GB,2020-11-28 17:23:53,clear sky
345,Shelburne,44.08,-80.2,42.8,56,40,11.41,CA,2020-11-28 17:21:25,scattered clouds
346,Girne,35.34,33.32,57.2,76,40,11.88,CY,2020-11-28 17:19:18,light rain
347,Inhambane,-23.86,35.38,78.8,78,40,9.17,MZ,2020-11-28 17:23:28,scattered clouds
348,Amapa,1.0,-52.0,83.25,81,72,4.32,BR,2020-11-28 17:23:54,moderate rain
349,Senekal,-28.32,27.62,62.78,79,100,6.29,ZA,2020-11-28 17:23:54,overcast clouds
350,Abonnema,4.71,6.79,78.8,88,40,3.36,NG,2020-11-28 17:23:54,scattered clouds
351,Damghan,36.17,54.35,46.89,52,100,3.67,IR,2020-11-28 17:23:54,overcast clouds
352,Huarmey,-10.07,-78.15,73.02,60,52,12.46,PE,2020-11-28 17:23:54,broken clouds
353,Port Shepstone,-30.74,30.45,73.85,88,100,16.15,ZA,2020-11-28 17:23:54,overcast clouds
354,Mancio Lima,-7.61,-72.9,84.2,83,75,3.36,BR,2020-11-28 17:23:54,broken clouds
355,Mahon,39.89,4.27,59.0,77,40,9.17,ES,2020-11-28 17:23:54,scattered clouds
356,Pirai Do Sul,-24.53,-49.95,86.0,61,6,4.0,BR,2020-11-28 17:23:55,clear sky
357,Sharan,54.82,54.0,18.88,96,94,7.02,RU,2020-11-28 17:23:55,overcast clouds
358,Tombouctou,20.0,-3.0,75.74,20,21,4.32,ML,2020-11-28 17:23:55,few clouds
359,Wexford,52.33,-6.46,50.0,100,90,5.82,IE,2020-11-28 17:23:55,overcast clouds
360,Sistranda,63.73,8.83,33.8,80,0,17.22,NO,2020-11-28 17:23:55,clear sky
361,Opuwo,-18.06,13.84,77.88,39,81,12.55,NA,2020-11-28 17:23:55,light rain
362,Muyezerskiy,63.93,31.65,21.83,98,56,3.53,RU,2020-11-28 17:23:55,broken clouds
363,Coihaique,-45.58,-72.07,50.0,53,75,5.82,CL,2020-11-28 17:23:55,light intensity shower rain
364,Mashhad,36.3,59.61,37.4,93,75,6.93,IR,2020-11-28 17:23:55,broken clouds
365,Kushmurun,52.45,64.63,9.66,95,75,8.72,KZ,2020-11-28 17:23:55,broken clouds
366,Awbari,26.59,12.78,68.47,25,3,7.74,LY,2020-11-28 17:23:55,clear sky
367,Antofagasta,-23.65,-70.4,69.8,56,0,11.41,CL,2020-11-28 17:19:07,clear sky
368,Kashi,39.45,75.98,28.4,74,0,8.95,CN,2020-11-28 17:23:56,clear sky
369,Valparaiso,-33.04,-71.63,66.2,55,0,8.05,CL,2020-11-28 17:19:51,clear sky
370,Mamallapuram,12.63,80.17,80.6,94,75,2.24,IN,2020-11-28 17:23:56,broken clouds
371,Bud,39.45,-86.18,43.0,60,1,3.4,US,2020-11-28 17:23:56,clear sky
372,Nanuque,-17.84,-40.35,80.98,67,67,10.56,BR,2020-11-28 17:23:56,light rain
373,Holme,56.11,10.17,35.6,93,0,5.82,DK,2020-11-28 17:23:56,clear sky
374,Nieuwpoort,51.12,2.77,46.4,87,0,4.7,BE,2020-11-28 17:23:56,clear sky
375,Pilna,55.55,45.92,34.0,97,100,11.25,RU,2020-11-28 17:23:56,light rain
376,La Sarre,48.8,-79.2,30.61,97,99,12.55,CA,2020-11-28 17:23:56,light snow
377,Verkhniy Uslon,55.77,48.98,24.8,92,75,15.66,RU,2020-11-28 17:23:56,light snow
378,Kalia,23.04,89.63,69.12,54,0,6.04,BD,2020-11-28 17:23:57,clear sky
379,Los Llanos De Aridane,28.66,-17.92,69.8,60,20,11.65,ES,2020-11-28 17:23:57,few clouds
380,Ornskoldsvik,63.29,18.72,30.2,100,41,2.24,SE,2020-11-28 17:22:04,scattered clouds
381,Manjacaze,-24.71,33.88,79.56,66,79,8.72,MZ,2020-11-28 17:23:57,broken clouds
382,Morondava,-20.28,44.28,81.99,74,3,13.13,MG,2020-11-28 17:23:57,clear sky
383,Abu Zabad,12.35,29.25,75.79,20,0,11.83,SD,2020-11-28 17:23:57,clear sky
384,Barcelos,41.54,-8.62,57.2,76,40,12.75,PT,2020-11-28 17:23:57,moderate rain
385,Jaque,7.52,-78.17,80.94,77,44,5.23,PA,2020-11-28 17:23:57,light rain
386,Umm Kaddadah,13.6,26.69,74.39,20,11,15.37,SD,2020-11-28 17:23:57,few clouds
387,Turukhansk,65.82,87.98,-2.54,93,100,6.42,RU,2020-11-28 17:23:57,overcast clouds
388,Benjamin Constant,-4.38,-70.03,78.8,83,90,6.93,BR,2020-11-28 17:23:57,light rain
389,Zvishavane,-20.33,30.07,73.29,79,30,8.79,ZW,2020-11-28 17:21:47,moderate rain
390,Sitio Novo Do Tocantins,-5.52,-47.46,89.6,59,40,8.05,BR,2020-11-28 17:23:58,scattered clouds
391,Cullman,34.17,-86.84,60.01,66,40,5.82,US,2020-11-28 17:23:58,scattered clouds
392,Guantanamo,20.14,-75.21,86.0,62,75,12.75,CU,2020-11-28 17:23:58,broken clouds
393,Campbellsville,37.34,-85.34,46.99,65,1,5.44,US,2020-11-28 17:23:58,clear sky
394,Puerto Narino,-3.77,-70.38,78.8,94,75,8.05,CO,2020-11-28 17:23:58,moderate rain
395,Dutlwe,-23.98,23.9,79.97,48,49,6.93,BW,2020-11-28 17:23:58,scattered clouds
396,Oistins,13.07,-59.53,86.0,70,40,13.87,BB,2020-11-28 17:23:58,scattered clouds
397,Kita,13.03,-9.49,95.59,9,0,1.1,ML,2020-11-28 17:23:58,clear sky
398,Sao Joao Da Barra,-21.64,-41.05,84.2,58,40,16.11,BR,2020-11-28 17:23:58,scattered clouds
399,Villafranca De Los Barros,38.56,-6.34,55.99,77,86,5.99,ES,2020-11-28 17:23:58,light rain
400,Mahajanga,-15.72,46.32,84.2,74,20,11.41,MG,2020-11-28 17:23:58,few clouds
401,Albany,42.6,-73.97,50.0,59,87,11.07,US,2020-11-28 17:23:59,light rain
402,Iskateley,67.68,53.15,14.04,95,91,13.31,RU,2020-11-28 17:23:59,overcast clouds
403,Bageshwar,29.85,79.77,52.45,41,0,2.42,IN,2020-11-28 17:23:59,clear sky
404,Guayaramerin,-10.84,-65.36,93.2,46,75,2.24,BO,2020-11-28 17:23:59,broken clouds
405,Toguchin,55.24,84.39,5.09,91,0,3.85,RU,2020-11-28 17:23:59,clear sky
406,Duque De Caxias,-22.79,-43.31,89.6,49,20,5.82,BR,2020-11-28 17:23:59,few clouds
407,Kavaratti,10.57,72.64,82.83,68,68,7.07,IN,2020-11-28 17:23:59,broken clouds
408,Maragogi,-9.01,-35.22,81.72,64,50,12.46,BR,2020-11-28 17:24:00,scattered clouds
409,Makuyuni,-4.73,38.1,76.32,76,17,3.71,TZ,2020-11-28 17:24:00,light rain
410,Hit,33.64,42.83,61.52,81,100,3.18,IQ,2020-11-28 17:24:00,moderate rain
411,Pederneiras,-22.35,-48.77,91.0,36,85,5.01,BR,2020-11-28 17:24:00,overcast clouds
412,Ecoporanga,-18.37,-40.83,80.71,64,69,9.8,BR,2020-11-28 17:24:00,broken clouds
413,Ipatovo,45.72,42.9,37.11,93,3,8.99,RU,2020-11-28 17:24:00,clear sky
414,Havre-Saint-Pierre,50.23,-63.6,30.2,92,90,4.7,CA,2020-11-28 17:24:00,overcast clouds
415,Okakarara,-20.58,17.43,67.3,84,86,12.62,NA,2020-11-28 17:24:00,heavy intensity rain
416,Carnarvon,-24.87,113.63,69.8,83,35,18.34,AU,2020-11-28 17:24:00,scattered clouds
417,Tarn Taran,31.45,74.93,60.8,81,20,3.67,IN,2020-11-28 17:24:00,mist
418,Pafos,34.77,32.42,57.2,76,40,5.82,CY,2020-11-28 17:23:34,scattered clouds
419,Nsanje,-16.92,35.26,86.72,48,92,3.62,MW,2020-11-28 17:24:00,overcast clouds
420,Escanaba,45.75,-87.06,39.99,55,1,10.29,US,2020-11-28 17:24:00,clear sky
421,Geraldton,-28.77,114.6,60.8,67,82,10.29,AU,2020-11-28 17:24:01,broken clouds
422,Dalvik,65.97,-18.53,35.6,55,75,10.29,IS,2020-11-28 17:24:01,broken clouds
423,Kemijarvi,66.71,27.43,20.35,97,80,6.82,FI,2020-11-28 17:24:01,broken clouds
424,Hofn,64.25,-15.21,37.49,77,97,11.68,IS,2020-11-28 17:24:01,overcast clouds
425,Sao Jose Do Belmonte,-7.86,-38.76,91.92,31,86,11.25,BR,2020-11-28 17:24:01,overcast clouds
426,Gambo,4.65,22.26,78.93,42,99,0.31,CF,2020-11-28 17:24:01,overcast clouds
427,Kokstad,-30.55,29.42,64.99,68,99,3.87,ZA,2020-11-28 17:24:01,overcast clouds
428,Jesup,31.61,-81.89,60.8,93,90,10.29,US,2020-11-28 17:24:01,overcast clouds
429,Arkhipo-Osipovka,44.37,38.52,50.63,63,0,6.51,RU,2020-11-28 17:24:01,clear sky
430,Yazykovo,55.22,56.14,14.34,96,33,4.9,RU,2020-11-28 17:24:01,scattered clouds
431,Reconquista,-29.15,-59.65,90.39,58,82,10.6,AR,2020-11-28 17:24:01,light rain
432,Luderitz,-26.65,15.16,71.6,60,0,29.97,NA,2020-11-28 17:24:02,clear sky
433,Vagay,57.94,69.02,4.75,94,39,2.93,RU,2020-11-28 17:24:02,scattered clouds
434,Laguna,38.42,-121.42,46.0,70,1,4.7,US,2020-11-28 17:24:02,clear sky
435,Muslyumovo,55.3,53.19,20.5,96,98,7.99,RU,2020-11-28 17:24:02,overcast clouds
436,Yar-Sale,66.83,70.83,2.98,93,69,10.25,RU,2020-11-28 17:24:02,broken clouds
437,Dawlatabad,36.41,64.91,43.9,61,62,9.01,AF,2020-11-28 17:24:02,broken clouds
438,Padang,-0.95,100.35,77.27,80,100,4.05,ID,2020-11-28 17:24:02,very heavy rain
439,Leyland,53.7,-2.69,46.99,87,99,8.01,GB,2020-11-28 17:24:02,overcast clouds
440,Astana,51.18,71.45,8.6,84,90,13.42,KZ,2020-11-28 17:24:02,snow
441,Pimentel,-6.84,-79.93,75.2,60,0,21.92,PE,2020-11-28 17:24:02,clear sky
442,Jaisalmer,26.91,70.92,61.39,29,0,5.23,IN,2020-11-28 17:20:59,clear sky
443,Kangaatsiaq,68.31,-53.46,12.79,87,76,15.84,GL,2020-11-28 17:20:45,broken clouds
444,Savantvadi,15.9,73.82,77.0,73,20,6.93,IN,2020-11-28 17:24:03,few clouds
445,Hambantota,6.12,81.12,78.28,82,100,2.62,LK,2020-11-28 17:24:03,overcast clouds
446,Picos,-7.08,-41.47,93.79,35,100,8.88,BR,2020-11-28 17:21:29,overcast clouds
447,Muli,2.92,73.57,83.05,70,95,7.23,MV,2020-11-28 17:24:03,overcast clouds
448,Chanika,-5.42,38.02,70.81,88,3,5.39,TZ,2020-11-28 17:24:03,clear sky
449,Fort Walton Beach,30.41,-86.62,72.0,77,75,8.05,US,2020-11-28 17:24:03,broken clouds
450,Brodowski,-20.98,-47.66,93.2,30,75,9.17,BR,2020-11-28 17:24:03,broken clouds
451,Ipixuna,-1.76,-48.8,86.0,70,40,6.93,BR,2020-11-28 17:24:03,scattered clouds
452,Brae,60.4,-1.35,48.2,87,75,11.41,GB,2020-11-28 17:24:03,broken clouds
453,Podporozhye,60.91,34.17,23.85,96,87,6.6,RU,2020-11-28 17:24:03,overcast clouds
454,Fereydun Kenar,36.69,52.52,52.38,55,100,2.95,IR,2020-11-28 17:24:04,overcast clouds
455,Andenes,69.31,16.12,43.0,87,100,12.75,NO,2020-11-28 17:24:04,light rain
456,Atasu,48.68,71.64,14.04,96,100,18.79,KZ,2020-11-28 17:24:04,light snow
457,Shurugwi,-19.67,30.01,67.51,88,72,4.7,ZW,2020-11-28 17:24:04,moderate rain
458,Kharan,28.58,65.42,57.99,27,0,5.7,PK,2020-11-28 17:24:04,clear sky
459,Puchezh,56.98,43.17,30.31,98,100,14.54,RU,2020-11-28 17:24:04,snow
460,Port-Cartier,50.03,-66.87,34.0,86,91,3.36,CA,2020-11-28 17:24:04,overcast clouds
461,Santa Cruz De La Palma,28.68,-17.76,69.8,60,20,8.39,ES,2020-11-28 17:24:04,few clouds
462,Alekseyevka,50.63,38.69,37.18,91,100,13.94,RU,2020-11-28 17:24:04,overcast clouds
463,Villa Rica,33.73,-84.92,63.0,63,46,5.01,US,2020-11-28 17:21:14,scattered clouds
464,Walvis Bay,-22.96,14.51,66.2,63,1,17.22,NA,2020-11-28 17:24:04,clear sky
465,Florianopolis,-27.61,-48.5,84.0,69,40,11.41,BR,2020-11-28 17:23:39,scattered clouds
466,Bani Walid,31.76,13.99,66.54,29,0,9.57,LY,2020-11-28 17:24:05,clear sky
467,Saint Anthony,45.02,-93.22,45.0,48,1,6.93,US,2020-11-28 17:24:05,clear sky
468,Aklera,24.42,76.57,61.9,39,0,4.79,IN,2020-11-28 17:24:05,clear sky
469,San Carlos De Bariloche,-41.15,-71.31,60.8,55,40,23.04,AR,2020-11-28 17:24:05,scattered clouds
470,Wilmington,34.23,-77.94,60.8,87,90,3.36,US,2020-11-28 17:23:33,overcast clouds
471,Jiwani,25.05,61.74,74.19,53,0,8.03,PK,2020-11-28 17:24:05,clear sky
472,Jacareacanga,-6.22,-57.75,88.36,60,88,6.89,BR,2020-11-28 17:24:05,light rain
473,High Rock,26.62,-78.28,78.8,65,20,8.05,BS,2020-11-28 17:24:05,few clouds
474,Alakurtti,66.97,30.35,18.25,97,39,3.29,RU,2020-11-28 17:24:05,scattered clouds
475,Aksarka,66.56,67.8,4.66,93,58,9.89,RU,2020-11-28 17:24:05,broken clouds
